customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
5231.0,25,34600.0,RENT,0.0,EDUCATION,A,8950.0,6.17,5,Unknown,4,NO DEFAULT
5232.0,23,33000.0,RENT,1.0,EDUCATION,B,8950.0,13.22,3,Y,3,DEFAULT
5233.0,23,44500.0,MORTGAGE,4.0,EDUCATION,A,9250.0,9.62,3,Unknown,3,NO DEFAULT
5234.0,25,63000.0,RENT,3.0,MEDICAL,A,8900.0,7.29,5,Unknown,3,NO DEFAULT
5235.0,22,44500.0,MORTGAGE,3.0,PERSONAL,B,15000.0,13.57,7,Y,4,NO DEFAULT
5236.0,25,19240.0,RENT,0.0,HOMEIMPROVEMENT,A,8875.0,10.65,5,N,4,DEFAULT
5237.0,21,44500.0,OWN,6.0,EDUCATION,C,5000.0,13.87,1,Y,3,NO DEFAULT
5238.0,26,21312.0,RENT,0.0,PERSONAL,A,8875.0,10.59,6,N,2,DEFAULT
5239.0,23,23000.0,RENT,2.0,EDUCATION,A,8875.0,8.9,3,N,2,DEFAULT
5240.0,22,23000.0,RENT,1.0,DEBTCONSOLIDATION,A,8875.0,10.74,2,N,4,DEFAULT
5241.0,24,44582.0,MORTGAGE,8.0,PERSONAL,A,5600.0,7.49,4,Unknown,2,NO DEFAULT
5242.0,24,44600.0,MORTGAGE,5.0,MEDICAL,A,20000.0,11.89,7,Unknown,4,NO DEFAULT
5243.0,26,24500.0,RENT,4.0,PERSONAL,A,8875.0,10.0,6,N,2,DEFAULT
5244.0,21,26124.0,RENT,3.0,EDUCATION,C,8875.0,15.62,1,Y,3,DEFAULT
5245.0,24,26400.0,RENT,4.0,MEDICAL,A,8875.0,6.62,4,N,4,DEFAULT
5247.0,25,30000.0,RENT,1.0,EDUCATION,A,8875.0,7.51,5,Unknown,4,NO DEFAULT
5248.0,24,44700.0,OWN,8.0,MEDICAL,C,14400.0,15.37,7,Y,4,NO DEFAULT
5249.0,22,44720.0,MORTGAGE,6.0,PERSONAL,A,6000.0,7.9,2,Unknown,2,NO DEFAULT
5251.0,24,62000.0,RENT,8.0,PERSONAL,A,8850.0,6.62,4,Unknown,3,NO DEFAULT
5252.0,22,23800.0,RENT,2.0,VENTURE,A,8800.0,9.32,2,N,4,DEFAULT
5253.0,26,44959.0,MORTGAGE,2.0,PERSONAL,A,10000.0,11.71,6,Unknown,2,NO DEFAULT
5254.0,23,46744.0,RENT,4.0,EDUCATION,C,8800.0,14.96,3,Y,3,NO DEFAULT
5255.0,22,47000.0,RENT,6.0,EDUCATION,A,8800.0,7.49,2,Unknown,4,NO DEFAULT
5256.0,22,48000.0,RENT,7.0,PERSONAL,A,8800.0,6.62,2,Unknown,4,NO DEFAULT
5257.0,23,45000.0,MORTGAGE,4.0,EDUCATION,B,8650.0,14.27,3,Unknown,2,NO DEFAULT
5258.0,22,60000.0,RENT,3.0,MEDICAL,A,8800.0,8.9,2,Unknown,3,NO DEFAULT
5259.0,25,45000.0,MORTGAGE,3.0,EDUCATION,A,9000.0,6.62,5,Unknown,3,NO DEFAULT
5260.0,23,45000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000.0,11.71,3,Unknown,3,NO DEFAULT
5261.0,22,73700.0,RENT,3.0,EDUCATION,E,8800.0,18.21,2,Y,3,NO DEFAULT
5262.0,25,75000.0,RENT,7.0,VENTURE,C,8800.0,14.59,5,Unknown,3,NO DEFAULT
5264.0,24,108000.0,RENT,6.0,EDUCATION,A,8800.0,10.99,4,Unknown,4,NO DEFAULT
5265.0,25,45000.0,MORTGAGE,4.0,VENTURE,B,10400.0,14.27,7,Y,2,NO DEFAULT
5266.0,23,44000.0,RENT,1.0,MEDICAL,B,5000.0,13.99,3,Y,2,DEFAULT
5267.0,23,44000.0,RENT,3.0,MEDICAL,C,5000.0,14.91,3,Y,2,DEFAULT
5268.0,24,50000.0,RENT,6.0,MEDICAL,A,5000.0,6.54,4,Unknown,2,NO DEFAULT
5269.0,22,45000.0,MORTGAGE,5.0,MEDICAL,A,6500.0,10.65,2,Unknown,4,NO DEFAULT
5270.0,24,50000.0,RENT,8.0,MEDICAL,A,5000.0,9.25,4,Unknown,3,NO DEFAULT
5271.0,23,45000.0,MORTGAGE,7.0,VENTURE,A,14550.0,11.71,7,Unknown,4,NO DEFAULT
5272.0,23,50000.0,RENT,7.0,EDUCATION,A,5000.0,11.86,3,Unknown,4,NO DEFAULT
5274.0,22,50000.0,RENT,2.0,DEBTCONSOLIDATION,A,5000.0,7.88,2,Unknown,4,NO DEFAULT
5275.0,24,50000.0,RENT,7.0,VENTURE,A,5000.0,11.36,4,Unknown,4,NO DEFAULT
5276.0,25,45000.0,MORTGAGE,1.0,VENTURE,A,3000.0,6.62,5,Unknown,2,NO DEFAULT
5277.0,23,50000.0,RENT,0.0,DEBTCONSOLIDATION,A,5000.0,10.25,3,Unknown,2,NO DEFAULT
5278.0,23,50000.0,RENT,7.0,DEBTCONSOLIDATION,A,5000.0,7.4,3,Unknown,2,NO DEFAULT
5279.0,26,45000.0,MORTGAGE,4.0,PERSONAL,A,11000.0,8.9,7,Unknown,3,NO DEFAULT
5281.0,24,50000.0,RENT,3.0,PERSONAL,C,5000.0,14.74,4,Y,4,NO DEFAULT
5282.0,24,45000.0,MORTGAGE,8.0,VENTURE,A,6000.0,7.51,4,Unknown,4,NO DEFAULT
5283.0,24,50000.0,RENT,2.0,EDUCATION,B,5000.0,11.03,4,Y,2,NO DEFAULT
5285.0,24,50004.0,RENT,5.0,PERSONAL,A,5000.0,7.14,4,Unknown,3,NO DEFAULT
5286.0,21,50252.0,RENT,4.0,DEBTCONSOLIDATION,A,5000.0,11.46,1,Unknown,2,NO DEFAULT
5287.0,23,44400.0,RENT,4.0,VENTURE,C,5000.0,16.29,3,Y,4,DEFAULT
5288.0,23,50400.0,RENT,3.0,VENTURE,A,5000.0,10.38,3,Unknown,2,NO DEFAULT
5289.0,24,39000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4150.0,17.58,4,Y,2,DEFAULT
5290.0,22,50433.0,RENT,6.0,VENTURE,A,5000.0,10.71,2,Unknown,4,NO DEFAULT
5291.0,21,50500.0,RENT,0.0,MEDICAL,A,5000.0,10.37,1,Unknown,3,NO DEFAULT
5292.0,24,50793.0,RENT,6.0,PERSONAL,A,5000.0,6.62,4,Unknown,4,NO DEFAULT
5297.0,25,39000.0,MORTGAGE,5.0,PERSONAL,B,8500.0,14.65,5,N,4,DEFAULT
5298.0,22,45000.0,OWN,4.0,PERSONAL,A,7000.0,6.62,2,Unknown,3,NO DEFAULT
5299.0,23,45000.0,MORTGAGE,6.0,MEDICAL,A,5600.0,11.71,3,Unknown,3,NO DEFAULT
5300.0,22,21000.0,RENT,1.0,PERSONAL,A,8500.0,7.51,2,N,4,DEFAULT
5301.0,26,45000.0,MORTGAGE,6.0,MEDICAL,B,6000.0,14.27,6,Y,4,NO DEFAULT
5302.0,24,24000.0,RENT,1.0,PERSONAL,A,8500.0,7.9,4,N,3,DEFAULT
5303.0,25,45000.0,MORTGAGE,5.0,PERSONAL,A,3800.0,10.65,5,Unknown,2,NO DEFAULT
5304.0,25,24000.0,RENT,2.0,VENTURE,A,8500.0,9.88,5,N,4,DEFAULT
5305.0,26,24996.0,RENT,3.0,VENTURE,A,8500.0,6.91,6,N,4,DEFAULT
5306.0,24,25000.0,RENT,0.0,VENTURE,A,8500.0,11.71,4,N,3,DEFAULT
5307.0,23,25000.0,RENT,2.0,EDUCATION,A,8500.0,6.03,3,N,3,DEFAULT
5308.0,26,25000.0,RENT,3.0,MEDICAL,A,8500.0,11.71,6,N,2,DEFAULT
5309.0,25,25000.0,RENT,0.0,MEDICAL,B,8500.0,12.53,5,Y,2,DEFAULT
5310.0,24,25000.0,RENT,0.0,HOMEIMPROVEMENT,A,8500.0,12.21,4,N,2,DEFAULT
5311.0,24,45000.0,MORTGAGE,2.0,VENTURE,A,9050.0,6.62,4,Unknown,4,NO DEFAULT
5312.0,25,25000.0,RENT,4.0,DEBTCONSOLIDATION,A,8500.0,11.26,5,N,2,DEFAULT
5313.0,21,25200.0,RENT,3.0,MEDICAL,B,8500.0,13.61,1,Y,2,DEFAULT
5314.0,24,45000.0,MORTGAGE,0.0,VENTURE,A,5000.0,6.62,4,Unknown,3,NO DEFAULT
5316.0,25,45000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6800.0,6.03,5,Unknown,2,NO DEFAULT
5317.0,22,45000.0,MORTGAGE,6.0,PERSONAL,A,5000.0,6.99,2,Unknown,3,NO DEFAULT
5318.0,26,45000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000.0,6.99,6,Unknown,2,NO DEFAULT
5319.0,22,27000.0,RENT,2.0,EDUCATION,A,8500.0,12.21,2,N,2,DEFAULT
5321.0,21,27120.0,RENT,0.0,EDUCATION,A,8500.0,8.9,1,N,2,DEFAULT
5322.0,25,28500.0,RENT,0.0,MEDICAL,A,8500.0,11.14,5,Unknown,3,NO DEFAULT
5323.0,22,45000.0,MORTGAGE,6.0,VENTURE,A,5000.0,7.49,2,Unknown,4,NO DEFAULT
5324.0,26,28700.0,RENT,6.0,MEDICAL,C,8500.0,13.55,6,Y,3,DEFAULT
5326.0,25,45000.0,MORTGAGE,4.0,MEDICAL,A,5800.0,6.99,5,Unknown,2,NO DEFAULT
5327.0,23,29520.0,RENT,7.0,EDUCATION,C,8500.0,15.37,3,Y,2,NO DEFAULT
5328.0,21,29760.0,RENT,1.0,DEBTCONSOLIDATION,A,8500.0,10.62,1,Unknown,2,NO DEFAULT
5329.0,23,30000.0,RENT,6.0,EDUCATION,B,8500.0,13.49,3,Unknown,2,NO DEFAULT
5330.0,22,45000.0,MORTGAGE,2.0,EDUCATION,C,8000.0,16.49,2,Unknown,2,NO DEFAULT
5331.0,23,45000.0,MORTGAGE,7.0,EDUCATION,A,14000.0,11.49,7,Unknown,2,NO DEFAULT
5332.0,25,30000.0,RENT,3.0,EDUCATION,B,8500.0,13.98,5,Y,4,NO DEFAULT
5333.0,23,32000.0,RENT,0.0,MEDICAL,B,8500.0,13.16,3,Unknown,4,NO DEFAULT
5334.0,25,45000.0,MORTGAGE,4.0,VENTURE,C,2000.0,15.62,5,Y,3,NO DEFAULT
5335.0,26,34000.0,RENT,1.0,MEDICAL,A,8500.0,7.88,6,Unknown,3,NO DEFAULT
5336.0,22,30000.0,RENT,4.0,HOMEIMPROVEMENT,C,8500.0,15.05,2,Y,4,DEFAULT
5337.0,23,45000.0,MORTGAGE,4.0,VENTURE,A,4725.0,11.99,3,Unknown,2,NO DEFAULT
5339.0,25,38400.0,RENT,9.0,VENTURE,A,8500.0,10.99,5,Unknown,2,NO DEFAULT
5340.0,22,40000.0,RENT,1.0,PERSONAL,B,8500.0,14.35,2,Y,2,NO DEFAULT
5341.0,24,45000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4075.0,5.42,4,Unknown,3,NO DEFAULT
5342.0,23,34000.0,RENT,5.0,VENTURE,B,8500.0,13.92,3,N,3,DEFAULT
5343.0,26,45000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,B,14125.0,13.99,7,Y,2,NO DEFAULT
5345.0,21,42000.0,RENT,5.0,DEBTCONSOLIDATION,A,8500.0,7.51,1,Unknown,4,NO DEFAULT
5346.0,26,39000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5600.0,16.49,6,Y,3,DEFAULT
5347.0,25,45000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000.0,9.99,5,Unknown,4,NO DEFAULT
5348.0,23,45000.0,MORTGAGE,8.0,VENTURE,A,13000.0,10.99,7,Unknown,2,NO DEFAULT
5350.0,23,45000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000.0,7.49,3,Unknown,3,NO DEFAULT
5351.0,23,42000.0,RENT,0.0,EDUCATION,A,8500.0,6.92,3,Unknown,3,NO DEFAULT
5352.0,22,42000.0,RENT,3.0,EDUCATION,A,8500.0,12.53,2,Unknown,4,NO DEFAULT
5353.0,26,42000.0,RENT,0.0,MEDICAL,A,8500.0,11.14,6,Unknown,4,NO DEFAULT
5354.0,26,42996.0,RENT,10.0,MEDICAL,A,8500.0,10.2,6,Unknown,2,NO DEFAULT
5355.0,21,43000.0,RENT,5.0,VENTURE,C,8500.0,15.58,1,Unknown,2,NO DEFAULT
5356.0,26,45000.0,MORTGAGE,6.0,VENTURE,A,5000.0,6.99,6,Unknown,2,NO DEFAULT
5357.0,22,44000.0,RENT,4.0,VENTURE,A,8500.0,5.42,2,Unknown,4,NO DEFAULT
5358.0,24,44000.0,RENT,0.0,MEDICAL,A,8500.0,7.51,4,Unknown,4,NO DEFAULT
5359.0,25,39000.0,RENT,2.0,VENTURE,B,8500.0,13.23,5,Y,4,DEFAULT
5360.0,25,45000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000.0,6.62,5,Unknown,4,NO DEFAULT
5361.0,25,47000.0,RENT,1.0,EDUCATION,A,8500.0,8.9,5,Unknown,4,NO DEFAULT
5362.0,26,45000.0,MORTGAGE,9.0,VENTURE,C,10000.0,16.89,6,Unknown,4,NO DEFAULT
5363.0,25,47000.0,RENT,8.0,DEBTCONSOLIDATION,A,8500.0,10.37,5,Unknown,4,NO DEFAULT
5365.0,24,49232.0,RENT,8.0,EDUCATION,A,8500.0,6.54,4,Unknown,4,NO DEFAULT
5366.0,21,45000.0,MORTGAGE,5.0,MEDICAL,A,3000.0,10.99,1,Unknown,4,NO DEFAULT
5367.0,25,44000.0,RENT,9.0,MEDICAL,B,8500.0,14.27,5,N,4,DEFAULT
5368.0,21,50000.0,RENT,5.0,VENTURE,A,8500.0,10.65,1,Unknown,2,NO DEFAULT
5369.0,21,44000.0,RENT,5.0,DEBTCONSOLIDATION,A,8500.0,11.49,1,N,2,DEFAULT
5370.0,26,45000.0,MORTGAGE,5.0,PERSONAL,A,14650.0,7.49,7,Unknown,2,NO DEFAULT
5371.0,25,50000.0,RENT,7.0,EDUCATION,D,8500.0,15.7,5,Unknown,4,NO DEFAULT
5372.0,24,52582.0,RENT,5.0,MEDICAL,A,8500.0,10.62,4,Unknown,2,NO DEFAULT
5375.0,24,45000.0,OWN,4.0,VENTURE,A,11000.0,7.49,7,Unknown,2,NO DEFAULT
5376.0,24,55000.0,RENT,5.0,DEBTCONSOLIDATION,A,8500.0,9.88,4,Unknown,2,NO DEFAULT
5377.0,25,55000.0,RENT,7.0,MEDICAL,B,8500.0,14.22,5,Unknown,2,NO DEFAULT
5378.0,24,45000.0,MORTGAGE,2.0,PERSONAL,A,7200.0,7.29,4,Unknown,4,NO DEFAULT
5379.0,26,59000.0,RENT,2.0,PERSONAL,A,8500.0,11.83,6,Unknown,4,NO DEFAULT
5381.0,23,45000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000.0,5.42,3,Unknown,3,NO DEFAULT
5382.0,25,62500.0,RENT,3.0,EDUCATION,A,8500.0,7.88,5,Unknown,4,NO DEFAULT
5383.0,21,45000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6250.0,5.42,1,Unknown,3,NO DEFAULT
5384.0,25,63996.0,RENT,2.0,VENTURE,A,8500.0,11.89,5,Unknown,4,NO DEFAULT
5386.0,23,65000.0,RENT,6.0,DEBTCONSOLIDATION,B,8500.0,13.35,3,Y,2,NO DEFAULT
5387.0,23,65000.0,RENT,3.0,MEDICAL,A,8500.0,12.21,3,Unknown,2,NO DEFAULT
5389.0,25,45000.0,MORTGAGE,2.0,MEDICAL,A,3000.0,6.92,5,Unknown,3,NO DEFAULT
5390.0,22,74000.0,RENT,6.0,VENTURE,A,8500.0,11.71,2,Unknown,4,NO DEFAULT
5391.0,25,69000.0,RENT,5.0,HOMEIMPROVEMENT,A,8500.0,6.92,5,N,4,DEFAULT
5393.0,23,38500.0,RENT,1.0,EDUCATION,A,8450.0,10.62,3,Unknown,4,NO DEFAULT
5394.0,24,45000.0,MORTGAGE,8.0,EDUCATION,A,5000.0,5.79,4,Unknown,2,NO DEFAULT
5395.0,22,100000.0,RENT,2.0,EDUCATION,B,8450.0,12.99,2,Y,2,NO DEFAULT
5396.0,24,45000.0,MORTGAGE,3.0,VENTURE,B,15000.0,13.06,7,Unknown,3,NO DEFAULT
5397.0,24,45000.0,MORTGAGE,8.0,MEDICAL,A,5000.0,5.79,4,Unknown,3,NO DEFAULT
5398.0,22,25000.0,RENT,2.0,EDUCATION,A,8400.0,6.62,2,N,2,DEFAULT
5399.0,22,45000.0,MORTGAGE,0.0,MEDICAL,A,9125.0,5.79,2,Unknown,3,NO DEFAULT
5400.0,23,30000.0,RENT,0.0,MEDICAL,B,8400.0,14.65,3,Unknown,3,NO DEFAULT
5401.0,26,52000.0,RENT,5.0,PERSONAL,A,5000.0,10.59,6,Unknown,3,NO DEFAULT
5402.0,23,52000.0,RENT,1.0,PERSONAL,A,5000.0,7.49,3,Unknown,3,NO DEFAULT
5403.0,22,52000.0,RENT,1.0,VENTURE,A,5000.0,6.99,2,Unknown,4,NO DEFAULT
5404.0,23,45000.0,MORTGAGE,2.0,EDUCATION,A,10000.0,11.11,3,Unknown,3,NO DEFAULT
5405.0,24,52728.0,RENT,4.0,PERSONAL,A,5000.0,7.74,4,Unknown,4,NO DEFAULT
5406.0,22,53000.0,RENT,6.0,EDUCATION,A,5000.0,9.91,2,Unknown,2,NO DEFAULT
5407.0,22,53000.0,RENT,0.0,EDUCATION,A,5000.0,7.9,2,Unknown,4,NO DEFAULT
5409.0,25,45000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,3000.0,9.99,5,Unknown,4,NO DEFAULT
5410.0,25,45000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4325.0,6.91,5,Unknown,3,NO DEFAULT
5412.0,25,45000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4000.0,9.25,5,Unknown,3,NO DEFAULT
5413.0,25,53000.0,RENT,3.0,HOMEIMPROVEMENT,B,5000.0,12.53,5,Y,3,NO DEFAULT
5414.0,26,53500.0,RENT,1.0,PERSONAL,A,5000.0,12.18,6,Unknown,3,NO DEFAULT
5415.0,23,53760.0,RENT,0.0,EDUCATION,B,5000.0,13.43,3,Unknown,4,NO DEFAULT
5416.0,26,54000.0,RENT,10.0,EDUCATION,A,5000.0,10.0,6,Unknown,2,NO DEFAULT
5417.0,25,54000.0,RENT,5.0,PERSONAL,A,5000.0,12.21,5,Unknown,4,NO DEFAULT
5418.0,22,45000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000.0,12.61,2,Y,2,NO DEFAULT
5419.0,24,45000.0,MORTGAGE,5.0,PERSONAL,A,10000.0,5.79,4,Unknown,4,NO DEFAULT
5420.0,23,54860.0,RENT,0.0,PERSONAL,B,5000.0,14.17,3,Unknown,4,NO DEFAULT
5421.0,26,54996.0,RENT,3.0,HOMEIMPROVEMENT,A,5000.0,11.86,6,Unknown,2,NO DEFAULT
5422.0,26,45000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000.0,6.91,6,Y,4,NO DEFAULT
5423.0,22,54996.0,RENT,0.0,EDUCATION,B,5000.0,12.54,2,Y,3,NO DEFAULT
5424.0,24,54996.0,RENT,0.0,HOMEIMPROVEMENT,A,5000.0,10.39,4,Unknown,2,NO DEFAULT
5425.0,22,49000.0,RENT,1.0,EDUCATION,C,5000.0,15.62,2,Y,4,DEFAULT
5426.0,25,45000.0,OWN,9.0,MEDICAL,A,3000.0,6.17,5,Unknown,4,NO DEFAULT
5427.0,22,55000.0,RENT,6.0,EDUCATION,A,5000.0,6.91,2,Unknown,2,NO DEFAULT
5428.0,26,55000.0,RENT,3.0,VENTURE,B,5000.0,13.48,6,Y,4,NO DEFAULT
5431.0,24,55000.0,RENT,4.0,VENTURE,A,5000.0,8.0,4,Unknown,3,NO DEFAULT
5432.0,21,55272.0,RENT,5.0,VENTURE,A,5000.0,5.42,1,Unknown,3,NO DEFAULT
5433.0,24,56000.0,RENT,8.0,PERSONAL,B,5000.0,14.27,4,Unknown,4,NO DEFAULT
5434.0,26,56000.0,RENT,7.0,PERSONAL,A,5000.0,7.91,6,Unknown,2,NO DEFAULT
5435.0,22,45000.0,OWN,6.0,EDUCATION,A,4750.0,6.39,2,Unknown,2,NO DEFAULT
5436.0,24,50000.0,RENT,1.0,HOMEIMPROVEMENT,C,5000.0,15.62,4,N,4,DEFAULT
5437.0,22,45000.0,OWN,7.0,EDUCATION,A,6000.0,6.76,2,Unknown,2,NO DEFAULT
5439.0,22,45000.0,MORTGAGE,6.0,EDUCATION,A,10000.0,7.88,2,Unknown,4,NO DEFAULT
5440.0,23,56016.0,RENT,4.0,EDUCATION,D,5000.0,15.13,3,Unknown,3,NO DEFAULT
5441.0,21,45000.0,MORTGAGE,5.0,PERSONAL,A,4000.0,7.14,1,Unknown,3,NO DEFAULT
5442.0,26,51000.0,RENT,10.0,MEDICAL,A,5000.0,12.42,6,N,4,DEFAULT
5443.0,24,51000.0,RENT,2.0,DEBTCONSOLIDATION,C,5000.0,14.74,4,Y,2,DEFAULT
5444.0,26,51600.0,RENT,1.0,HOMEIMPROVEMENT,A,5000.0,8.94,6,N,2,DEFAULT
5445.0,24,57692.0,RENT,2.0,HOMEIMPROVEMENT,B,5000.0,13.23,4,Y,3,NO DEFAULT
5446.0,24,57996.0,RENT,1.0,HOMEIMPROVEMENT,A,5000.0,8.0,4,Unknown,3,NO DEFAULT
5447.0,24,57996.0,RENT,4.0,HOMEIMPROVEMENT,C,5000.0,13.24,4,Unknown,4,NO DEFAULT
5448.0,24,58000.0,RENT,5.0,MEDICAL,A,5000.0,7.49,4,Unknown,2,NO DEFAULT
5449.0,22,58000.0,RENT,4.0,PERSONAL,B,5000.0,13.85,2,Unknown,2,NO DEFAULT
5450.0,23,45000.0,MORTGAGE,1.0,MEDICAL,A,7200.0,11.86,3,Unknown,2,NO DEFAULT
5451.0,21,45000.0,MORTGAGE,3.0,MEDICAL,A,4500.0,7.14,1,Unknown,2,NO DEFAULT
5452.0,25,45000.0,MORTGAGE,4.0,MEDICAL,A,5000.0,7.88,5,Unknown,3,NO DEFAULT
5453.0,23,58000.0,RENT,4.0,PERSONAL,B,5000.0,13.16,3,Unknown,3,NO DEFAULT
5455.0,24,45000.0,MORTGAGE,0.0,VENTURE,A,6000.0,7.88,4,Unknown,3,NO DEFAULT
5456.0,21,45000.0,MORTGAGE,4.0,EDUCATION,A,5000.0,7.14,1,Unknown,4,NO DEFAULT
5457.0,25,58296.0,RENT,9.0,DEBTCONSOLIDATION,A,5000.0,6.17,5,Y,4,NO DEFAULT
5458.0,22,58380.0,RENT,2.0,VENTURE,B,5000.0,12.29,2,Unknown,3,NO DEFAULT
5459.0,26,45000.0,MORTGAGE,3.0,EDUCATION,B,4000.0,14.35,6,Y,2,NO DEFAULT
5460.0,24,58800.0,RENT,5.0,HOMEIMPROVEMENT,A,5000.0,7.29,4,Unknown,3,NO DEFAULT
5461.0,25,58800.0,RENT,4.0,EDUCATION,C,5000.0,14.84,5,Unknown,2,NO DEFAULT
5462.0,22,52880.0,RENT,6.0,MEDICAL,C,5000.0,14.59,2,N,4,DEFAULT
5463.0,21,45000.0,MORTGAGE,5.0,EDUCATION,A,18000.0,7.88,7,Unknown,4,NO DEFAULT
5464.0,26,58979.0,RENT,2.0,DEBTCONSOLIDATION,A,5000.0,9.32,6,Y,3,NO DEFAULT
5465.0,26,53000.0,RENT,4.0,DEBTCONSOLIDATION,C,5000.0,15.95,6,Y,2,DEFAULT
5466.0,22,59317.0,RENT,5.0,VENTURE,A,5000.0,11.48,2,Unknown,4,NO DEFAULT
5467.0,21,59800.0,RENT,5.0,PERSONAL,A,5000.0,11.36,1,Unknown,3,NO DEFAULT
5469.0,22,45000.0,MORTGAGE,3.0,EDUCATION,A,15000.0,11.36,7,Unknown,2,NO DEFAULT
5470.0,23,45000.0,MORTGAGE,7.0,VENTURE,A,5000.0,6.76,3,Unknown,3,NO DEFAULT
5471.0,26,45000.0,MORTGAGE,10.0,PERSONAL,A,1500.0,6.76,6,Unknown,4,NO DEFAULT
5472.0,23,60000.0,RENT,7.0,EDUCATION,B,5000.0,13.49,3,Unknown,2,NO DEFAULT
5473.0,22,54000.0,RENT,6.0,DEBTCONSOLIDATION,C,5000.0,17.27,2,Y,2,DEFAULT
5474.0,21,45000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000.0,7.51,1,Y,4,NO DEFAULT
5475.0,23,60000.0,RENT,5.0,VENTURE,C,5000.0,16.49,3,Y,2,NO DEFAULT
5476.0,24,60000.0,RENT,2.0,MEDICAL,B,5000.0,13.99,4,Y,2,NO DEFAULT
5477.0,24,45000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4200.0,7.14,4,Unknown,2,NO DEFAULT
5478.0,23,60000.0,RENT,6.0,DEBTCONSOLIDATION,A,5000.0,6.99,3,Y,3,NO DEFAULT
5479.0,21,60000.0,RENT,2.0,MEDICAL,A,5000.0,8.49,1,Unknown,4,NO DEFAULT
5480.0,26,60000.0,RENT,10.0,VENTURE,A,5000.0,10.99,6,Unknown,2,NO DEFAULT
5482.0,21,45000.0,MORTGAGE,5.0,PERSONAL,A,10000.0,7.51,1,Unknown,2,NO DEFAULT
5483.0,23,60000.0,RENT,2.0,VENTURE,A,5000.0,6.91,3,Unknown,4,NO DEFAULT
5484.0,25,60000.0,RENT,8.0,HOMEIMPROVEMENT,C,5000.0,15.57,5,Unknown,4,NO DEFAULT
5485.0,22,45000.0,MORTGAGE,1.0,EDUCATION,A,3300.0,10.99,2,Unknown,3,NO DEFAULT
5486.0,22,54000.0,RENT,1.0,DEBTCONSOLIDATION,A,5000.0,6.54,2,Y,3,DEFAULT
5487.0,26,60000.0,RENT,0.0,PERSONAL,A,5000.0,7.14,6,Unknown,2,NO DEFAULT
5488.0,23,60000.0,RENT,4.0,PERSONAL,B,5000.0,13.98,3,Y,2,NO DEFAULT
5489.0,24,39000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,16000.0,14.22,7,N,4,DEFAULT
5490.0,23,45000.0,MORTGAGE,4.0,EDUCATION,B,14500.0,13.48,7,Y,2,NO DEFAULT
5491.0,22,60000.0,RENT,3.0,PERSONAL,B,5000.0,14.22,2,Unknown,4,NO DEFAULT
5492.0,25,45000.0,OWN,5.0,VENTURE,A,10400.0,10.25,7,Unknown,3,NO DEFAULT
5493.0,22,54000.0,RENT,4.0,EDUCATION,D,5000.0,16.35,2,Y,3,DEFAULT
5494.0,23,54000.0,RENT,7.0,EDUCATION,B,5000.0,12.84,3,Y,2,DEFAULT
5495.0,22,45000.0,MORTGAGE,4.0,PERSONAL,B,5000.0,13.48,2,Y,4,NO DEFAULT
5497.0,22,61000.0,RENT,3.0,MEDICAL,A,5000.0,9.99,2,Unknown,2,NO DEFAULT
5498.0,24,45000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13000.0,10.62,7,Unknown,2,NO DEFAULT
5499.0,24,45000.0,MORTGAGE,3.0,EDUCATION,A,1275.0,11.36,4,Unknown,4,NO DEFAULT
5500.0,22,61000.0,RENT,2.0,VENTURE,A,5000.0,7.66,2,Unknown,3,NO DEFAULT
5501.0,25,62000.0,RENT,0.0,EDUCATION,A,5000.0,7.49,5,Unknown,3,NO DEFAULT
5503.0,22,62400.0,RENT,2.0,VENTURE,A,5000.0,12.69,2,Unknown,3,NO DEFAULT
5504.0,25,62400.0,RENT,5.0,VENTURE,A,5000.0,7.51,5,Unknown,2,NO DEFAULT
5505.0,25,63000.0,RENT,9.0,HOMEIMPROVEMENT,A,5000.0,10.74,5,Unknown,3,NO DEFAULT
